first_name,last_name,birth_date,from_date,to_date,title
Gaurav,Fendler,1965-01-21,1992-02-15,9999-01-01,Senior Staff
Sandeepan,Kulisch,1965-01-13,1997-05-16,9999-01-01,Engineer
Gopalakrishnan,Mawatari,1965-01-25,1997-12-07,9999-01-01,Senior Staff
Weijing,Viele,1965-01-19,1985-10-03,9999-01-01,Engineer
Utpal,Kemmerer,1965-01-31,1986-12-04,9999-01-01,Senior Staff
Mamdouh,Ramamoorthy,1965-01-13,2000-01-13,9999-01-01,Senior Engineer
Feiyu,Hemaspaandra,1965-01-20,1995-06-04,9999-01-01,Staff
Torsten,Ranta,1965-01-20,1995-07-03,9999-01-01,Engineer
Mariusz,Ritcey,1965-01-27,1987-03-16,1991-07-01,Engineer
Jaques,Navazio,1965-01-25,1989-04-04,9999-01-01,Senior Staff
Haldun,Compeau,1965-01-21,1997-10-15,9999-01-01,Senior Staff
Jaques,Gecsei,1965-01-18,1999-07-13,9999-01-01,Staff
Adil,Kieras,1965-01-02,1992-07-20,9999-01-01,Senior Engineer
Ronghao,Alpin,1965-01-09,1991-09-11,9999-01-01,Senior Staff
Jamaludin,Kalorkoti,1965-01-12,1993-07-14,1998-09-06,Senior Staff
Hatsukazu,Rosca,1965-01-11,1993-08-02,9999-01-01,Senior Staff
Ghassan,Androutsos,1965-01-21,1987-12-26,9999-01-01,Senior Staff
Chenyi,Demian,1965-01-17,1988-06-29,1991-08-29,Senior Engineer
Nimmagadda,Kusakari,1965-01-13,1992-09-29,1994-01-23,Engineer
Theron,Billawala,1965-01-23,1989-02-17,9999-01-01,Assistant Engineer
Bader,Detkin,1965-01-22,1993-10-24,1999-07-31,Staff
Hugh,Senzako,1965-01-27,1992-10-15,9999-01-01,Technique Leader
Kazuyasu,Schmiedel,1965-01-09,1985-09-07,9999-01-01,Senior Staff
Mona,Luck,1965-01-29,1989-05-11,9999-01-01,Senior Staff
Alassane,Wolniewicz,1965-01-28,1993-11-09,9999-01-01,Engineer
Seshu,Hiraishi,1965-01-08,1994-08-10,9999-01-01,Senior Staff
Limsoon,Roohalamini,1965-01-06,1986-11-26,9999-01-01,Senior Staff
Adas,Chinen,1965-01-13,1993-01-04,2002-05-15,Senior Staff
Subhada,Emmerich,1965-01-09,1996-03-06,9999-01-01,Engineer
Yongqiao,Francisci,1965-01-06,1999-12-01,9999-01-01,Engineer
Bartek,Vendrig,1965-01-25,1992-06-06,9999-01-01,Senior Staff
Tadanori,Fujisawa,1965-01-12,1999-08-07,2000-07-04,Technique Leader
Fumiya,Chappelet,1965-01-03,1992-09-03,9999-01-01,Assistant Engineer
Ung,Honglei,1965-01-06,1986-09-02,9999-01-01,Senior Staff
Jiann,Hofmeyr,1965-01-06,1992-02-03,1997-10-23,Staff
Ranan,Marsiglia,1965-01-30,1999-08-13,9999-01-01,Staff
Renny,Gladwell,1965-01-26,1999-02-27,9999-01-01,Staff
Erzsebet,Setiz,1965-01-22,1993-06-10,9999-01-01,Engineer
Xiong,Roisin,1965-01-07,1988-03-01,9999-01-01,Engineer
Janalee,Lanzelotte,1965-01-19,1997-12-01,9999-01-01,Senior Staff
Kersti,Marsiglia,1965-01-17,1994-02-19,9999-01-01,Engineer
Khalil,Gien,1965-01-06,1991-08-06,9999-01-01,Senior Engineer
Amabile,Koyama,1965-01-24,1985-07-25,1993-05-14,Senior Staff
Bedir,Reeken,1965-01-22,1991-02-17,1998-10-25,Senior Staff
Masamitsu,Back,1965-01-06,1993-04-12,9999-01-01,Senior Staff
Visit,Thiran,1965-01-31,1986-11-14,9999-01-01,Engineer
Alassane,Ramsay,1965-02-01,1987-11-05,1987-11-21,Engineer
Hideo,Varman,1965-01-21,1997-06-19,9999-01-01,Engineer
Poorav,Ranst,1965-01-05,1996-06-01,9999-01-01,Senior Engineer
Adamantios,Matzat,1965-01-11,1987-03-01,9999-01-01,Senior Staff
Arfst,Uehara,1965-01-24,1993-11-15,1994-07-10,Senior Staff
Irena,Gulla,1965-01-17,1989-12-30,2002-01-11,Senior Engineer
Alair,Straney,1965-01-06,1986-11-15,9999-01-01,Senior Staff
Kwangjo,Hiltgen,1965-01-20,1998-12-22,9999-01-01,Engineer
Arve,Bergere,1965-01-30,1987-07-28,9999-01-01,Engineer
Nitsan,Nollmann,1965-01-19,1993-09-29,9999-01-01,Engineer
Takahiro,Maquelin,1965-01-21,1997-07-21,9999-01-01,Engineer
Flemming,Driscoll,1965-01-02,1991-06-28,1994-05-28,Engineer
Toshiko,Ibel,1965-01-16,1996-11-23,9999-01-01,Senior Engineer
Nalini,Perly,1965-01-24,1999-03-07,2001-01-15,Senior Engineer
Qunsheng,Birrer,1965-01-25,1986-05-13,9999-01-01,Senior Staff
Bojan,Montresor,1965-01-02,1995-02-04,9999-01-01,Staff
Tomofumi,Serna,1965-01-16,1999-10-23,9999-01-01,Staff
Make,Olivero,1965-02-01,1991-06-01,9999-01-01,Assistant Engineer
Keiichiro,Miyakawa,1965-01-06,1993-09-12,9999-01-01,Senior Staff
Wonhee,Benveniste,1965-01-12,1985-12-21,1987-03-23,Senior Staff
Monique,Baer,1965-01-12,1987-12-12,1996-02-13,Senior Staff
Greger,Babb,1965-01-28,1998-06-13,2002-01-18,Senior Staff
Takushi,Skogmar,1965-01-11,1985-06-07,9999-01-01,Senior Staff
Sahrah,Rosis,1965-01-15,1994-06-24,9999-01-01,Engineer
Shim,Versino,1965-01-14,1996-12-17,1997-11-20,Senior Engineer
Brigham,Borstler,1965-01-10,1995-10-09,9999-01-01,Staff
Moie,Lieblein,1965-01-16,1996-07-12,9999-01-01,Staff
Kazuhide,Fiutem,1965-01-16,1992-05-10,9999-01-01,Senior Staff
Yinghua,Panwar,1965-01-12,1994-06-11,1996-02-26,Senior Staff
Feixiong,Schurmann,1965-01-04,1987-02-15,9999-01-01,Senior Staff
Berthier,Pramanik,1965-01-21,1993-01-23,9999-01-01,Senior Staff
Jaques,Standera,1965-01-29,1997-10-02,1998-03-11,Engineer
Conal,Basart,1965-01-16,1991-05-17,9999-01-01,Senior Staff
Genta,Pepe,1965-01-29,1994-04-12,9999-01-01,Senior Staff
Dietrich,Kranzdorf,1965-01-29,1992-10-04,9999-01-01,Senior Staff
Sham,Chiodo,1965-01-02,1997-07-28,2000-06-16,Senior Engineer
Olivera,Bharadwaj,1965-01-09,1992-04-01,9999-01-01,Senior Staff
Hercules,Speer,1965-01-07,1994-03-07,9999-01-01,Engineer
Subir,Greibach,1965-01-08,1992-05-24,9999-01-01,Senior Engineer
Ohad,Henders,1965-01-24,1990-11-03,9999-01-01,Senior Staff
Wojceich,Limongiello,1965-01-30,1988-03-10,9999-01-01,Senior Staff
Feixiong,Haraldson,1965-01-13,1998-10-11,9999-01-01,Staff
Dines,DeMori,1965-01-17,1987-12-07,9999-01-01,Senior Staff
Kazuhide,Biran,1965-02-01,1995-01-25,9999-01-01,Senior Staff
Sumant,Thambidurai,1965-01-21,1994-01-02,1996-08-24,Senior Staff
Erez,Luft,1965-01-17,1994-12-14,9999-01-01,Staff
Kerhong,Lorho,1965-01-07,1995-06-18,2001-03-17,Staff
Lena,Giaccio,1965-01-01,1999-03-17,2001-10-03,Senior Staff
Shaw,Varman,1965-01-19,1994-12-16,1999-05-13,Senior Engineer
Rasikan,Barreiro,1965-01-19,1991-09-27,9999-01-01,Senior Staff
Lidong,Swist,1965-01-30,1999-09-16,9999-01-01,Engineer
Charlene,Verspoor,1965-01-12,1992-03-16,2001-11-13,Assistant Engineer
Mari,Plessier,1965-01-28,1997-07-04,9999-01-01,Senior Engineer
Kousuke,Levasseur,1965-01-03,1990-03-16,9999-01-01,Senior Staff
Gunilla,Kisuki,1965-01-30,1994-08-14,9999-01-01,Senior Staff
Douadi,Sullins,1965-01-10,1999-09-25,9999-01-01,Senior Staff
Sandeepan,Rosti,1965-01-03,1991-11-26,9999-01-01,Senior Engineer
Tzvetan,Scharstein,1965-01-16,1994-06-16,9999-01-01,Senior Staff
Snehasis,Kalsbeek,1965-01-14,1988-01-06,9999-01-01,Senior Staff
Filipp,Hasham,1965-01-01,1996-10-14,9999-01-01,Senior Staff
Fabrizio,Usery,1965-01-18,1992-10-13,9999-01-01,Senior Staff
Manton,Schapiro,1965-01-01,1991-03-26,2001-01-31,Senior Staff
Miquel,Legleitner,1965-01-18,1985-06-28,9999-01-01,Senior Staff
Chinho,Collette,1965-01-10,1990-08-07,1995-10-09,Senior Engineer
Aimee,Billawala,1965-01-07,1989-02-20,1995-08-24,Engineer
Leszek,Marchegay,1965-01-03,1999-06-13,9999-01-01,Engineer
Claudi,Heijenga,1965-01-12,1988-08-30,9999-01-01,Senior Staff
Ravishankar,Baig,1965-01-03,1992-03-17,9999-01-01,Senior Staff
Martijn,DiGiano,1965-01-15,1990-06-15,9999-01-01,Senior Engineer
Zengping,Cusworth,1965-01-05,1991-06-07,9999-01-01,Engineer
Navid,Luke,1965-01-08,1994-10-17,9999-01-01,Engineer
Mona,Hebden,1965-01-04,1995-10-20,9999-01-01,Engineer
Siddarth,Masada,1965-01-06,1997-08-11,9999-01-01,Staff
Terresa,Milicia,1965-01-07,1993-05-24,1995-07-26,Engineer
Aksel,Gire,1965-01-07,1999-06-27,9999-01-01,Engineer
Christfried,Atrawala,1965-01-14,1998-11-29,9999-01-01,Senior Staff
Shir,Krone,1965-01-04,1996-10-02,1998-09-07,Staff
Marke,Klerer,1965-01-23,1990-04-14,9999-01-01,Senior Staff
Bernd,Conia,1965-01-10,1999-11-25,2002-04-25,Staff
Shaw,Kading,1965-01-08,1992-07-16,9999-01-01,Senior Staff
Vatsa,Ramsay,1965-01-20,2000-06-16,9999-01-01,Senior Staff
Heping,Skrikant,1965-01-15,1990-11-27,9999-01-01,Senior Staff
Kousuke,Worfolk,1965-01-28,1988-03-22,9999-01-01,Senior Staff
Irena,Cesareni,1965-01-27,1985-10-30,9999-01-01,Senior Staff
Xinglin,Busillo,1965-01-23,1998-10-08,1999-06-11,Senior Engineer
Prasadram,Bultermann,1965-01-13,1997-08-29,1998-10-25,Senior Engineer
Udi,Rullman,1965-01-03,1994-04-09,9999-01-01,Senior Engineer
Berna,Schonegge,1965-01-18,1998-06-28,9999-01-01,Staff
Eldridge,Kawashima,1965-01-28,1990-02-27,9999-01-01,Engineer
Heping,Peac,1965-01-09,1985-03-20,9999-01-01,Senior Staff
Randi,Alblas,1965-01-22,1992-05-02,2000-01-27,Staff
Oscar,Baumann,1965-01-01,1987-01-22,9999-01-01,Engineer
Apostol,Gruenwald,1965-01-12,1998-08-04,2000-03-18,Engineer
Tuval,Albarhamtoshy,1965-01-05,1990-09-24,1999-10-28,Technique Leader
Van,Nations,1965-01-25,1986-08-11,9999-01-01,Technique Leader
Gaurav,Roison,1965-01-31,1986-10-22,1991-07-12,Senior Staff
Masako,Dechter,1965-01-11,1985-09-25,9999-01-01,Technique Leader
Ebru,Valtorta,1965-01-23,1992-12-09,9999-01-01,Engineer
Fay,Cochrane,1965-01-11,1999-12-13,9999-01-01,Staff
Hercules,Kabayashi,1965-01-22,1991-06-10,9999-01-01,Senior Engineer
DAIDA,Nooteboom,1965-01-16,1985-11-24,9999-01-01,Engineer
Yuping,Papastamatiou,1965-01-30,1988-08-30,1992-01-16,Engineer
Takahiro,Dalton,1965-01-22,1992-09-30,9999-01-01,Technique Leader
Aram,Passino,1965-01-29,1995-01-28,9999-01-01,Senior Engineer
Dannz,Miara,1965-01-17,1992-12-04,9999-01-01,Engineer
Gennady,Rouquie,1965-01-31,1989-08-24,9999-01-01,Senior Staff
Dmitri,Rousseau,1965-01-17,1995-06-19,1997-05-26,Engineer
Aleksander,Schaaf,1965-01-22,2000-01-10,9999-01-01,Senior Staff
Maria,Miculan,1965-01-08,1993-04-12,1998-05-08,Engineer
Kirk,Zongker,1965-01-07,1999-12-10,9999-01-01,Staff
Stabislas,Kakkad,1965-01-22,1989-02-19,9999-01-01,Senior Staff
Heeju,Kemmerer,1965-01-17,1991-12-26,1996-02-15,Technique Leader
Paris,Restivo,1965-01-15,1986-11-21,9999-01-01,Engineer
Make,Heuser,1965-01-13,1988-07-02,9999-01-01,Engineer
Martijn,Jeong,1965-01-11,1990-12-14,9999-01-01,Senior Staff
Kamakshi,Hebert,1965-01-05,1997-01-17,9999-01-01,Engineer
Shiv,Baezner,1965-01-25,1990-12-17,9999-01-01,Engineer
Shiv,Vilarrasa,1965-01-05,1990-08-01,9999-01-01,Engineer
Anyuan,Schwaller,1965-01-07,1993-08-31,2001-05-06,Senior Staff
Mong,Dichev,1965-01-18,1997-10-11,9999-01-01,Technique Leader
Mart,Talmor,1965-01-16,1999-05-11,9999-01-01,Staff
Chiradeep,Arlazarov,1965-01-23,1989-10-06,9999-01-01,Engineer
Haldun,Syang,1965-01-12,1997-02-11,9999-01-01,Staff
Jahangir,Bernatsky,1965-01-30,1995-09-30,9999-01-01,Senior Staff
Fumitaka,Quittner,1965-01-27,1988-04-20,9999-01-01,Senior Staff
Mabry,Knightly,1965-01-31,1994-01-04,2001-03-06,Staff
Hinrich,Perin,1965-02-01,1985-11-20,9999-01-01,Engineer
Selwyn,Henseler,1965-01-11,1993-03-09,9999-01-01,Senior Engineer
Udo,Waymire,1965-01-31,1986-06-14,9999-01-01,Technique Leader
Gill,Orlowska,1965-01-08,1986-12-25,9999-01-01,Technique Leader
Eldridge,Pargaonkar,1965-01-21,1992-08-03,1999-09-04,Engineer
Selwyn,Munoz,1965-01-25,1989-07-05,1992-10-07,Engineer
Saeed,Bahl,1965-01-21,1991-01-29,9999-01-01,Senior Staff
Boalin,Tramer,1965-01-25,1992-04-13,1993-02-24,Staff
DAIDA,Frolund,1965-01-10,1987-07-17,9999-01-01,Engineer
Sedat,Rande,1965-01-03,1995-03-25,9999-01-01,Senior Staff
Chanjung,Raoux,1965-01-23,1992-05-25,9999-01-01,Engineer
Yuriy,Ponthieu,1965-01-18,1991-12-11,9999-01-01,Senior Staff
Jaihie,Ozeri,1965-01-15,1991-06-21,9999-01-01,Senior Staff
Jacopo,Krohm,1965-01-02,1991-04-24,9999-01-01,Engineer
Bedrich,Isard,1965-01-25,1986-06-07,9999-01-01,Senior Staff
Radhika,Bonifati,1965-01-15,1995-03-11,9999-01-01,Senior Staff
Subir,Miake,1965-01-15,1999-01-09,9999-01-01,Engineer
Bartek,Snyers,1965-01-17,1987-01-14,2001-05-02,Senior Staff
Arra,Esposito,1965-01-22,1994-11-03,9999-01-01,Staff
Taiji,Berstel,1965-01-14,1996-12-02,9999-01-01,Engineer
Shigeichiro,Brattka,1965-01-07,1996-07-13,9999-01-01,Senior Staff
Fei,Gadepally,1965-01-05,1988-11-13,9999-01-01,Assistant Engineer
Gou,Thombley,1965-01-17,1990-11-07,9999-01-01,Senior Engineer
Alair,Nanard,1965-01-03,1996-02-10,9999-01-01,Staff
Mari,Fargier,1965-01-06,1992-08-18,1995-12-11,Senior Engineer
Lobel,Aloia,1965-01-29,1994-12-29,9999-01-01,Senior Staff
Aran,Rosenbaum,1965-01-06,1991-04-25,9999-01-01,Senior Staff
Gao,Lally,1965-01-03,1996-03-01,9999-01-01,Staff
Berni,Takkinen,1965-01-07,1992-06-08,9999-01-01,Senior Staff
Chinya,Leslie,1965-01-24,1995-10-28,9999-01-01,Engineer
Arne,Kohling,1965-01-15,1985-12-13,9999-01-01,Engineer
Ewing,Rajala,1965-01-13,1996-06-21,9999-01-01,Senior Staff
Fai,Keirsey,1965-01-11,1994-10-12,9999-01-01,Engineer
Stein,Perng,1965-01-23,1993-04-29,9999-01-01,Senior Staff
Sugwoo,Weiland,1965-01-24,1997-04-23,1999-01-18,Senior Engineer
Mohammed,Georg,1965-01-24,1998-08-03,9999-01-01,Engineer
Gina,Ossenbruggen,1965-01-06,1998-01-03,9999-01-01,Technique Leader
Nechama,Ermel,1965-01-24,1995-06-05,9999-01-01,Engineer
Xiaoqiu,Pietracaprina,1965-01-22,1994-07-09,9999-01-01,Senior Engineer
Kamakshi,Schusler,1965-01-02,1995-05-25,9999-01-01,Engineer
Mohan,Picht,1965-01-01,1991-02-24,9999-01-01,Engineer
Manohar,Rothenberg,1965-01-15,1999-04-22,2002-06-16,Staff
Soenke,Zaumen,1965-01-14,1992-02-22,9999-01-01,Senior Staff
Khoa,Bahk,1965-01-13,1991-06-10,1998-02-07,Senior Engineer
Luisa,Baig,1965-01-09,1996-07-12,9999-01-01,Engineer
Mang,Sundgren,1965-01-01,1995-11-27,1999-07-13,Engineer
Ranga,Plesums,1965-01-29,1990-01-28,1997-05-13,Senior Staff
Weiye,Krohm,1965-01-10,1990-10-29,2000-02-10,Senior Staff
Qiwen,Kriebel,1965-01-08,1987-12-13,9999-01-01,Senior Staff
Giao,DuCasse,1965-01-28,1991-07-19,9999-01-01,Engineer
Peer,Angelopoulos,1965-01-01,1989-07-23,9999-01-01,Engineer
Tetsurou,Schreiter,1965-01-24,1987-07-17,9999-01-01,Senior Staff
Aloke,Neiman,1965-01-13,1985-07-10,1996-07-23,Technique Leader
Shounak,Dratva,1965-01-07,1989-01-05,9999-01-01,Engineer
Gay,Plavsic,1965-01-25,1987-08-06,9999-01-01,Senior Staff
Jinpo,Heyers,1965-01-20,1999-01-07,9999-01-01,Staff
Sorina,Lakshmanan,1965-01-15,1994-09-03,9999-01-01,Staff
Xumin,Beidas,1965-01-31,1995-04-27,9999-01-01,Technique Leader
Xudong,Peck,1965-01-13,1988-04-18,9999-01-01,Senior Engineer
Berna,Ranst,1965-01-24,1985-05-14,9999-01-01,Engineer
Indrajit,Krogh,1965-01-09,1998-09-18,9999-01-01,Engineer
Yakichi,Naumovich,1965-01-21,1988-06-12,1988-07-03,Technique Leader
Florian,Siepmann,1965-01-15,1987-12-21,9999-01-01,Engineer
Foong,Gargeya,1965-01-28,1992-01-24,9999-01-01,Engineer
Jackson,Zielinski,1965-02-01,1997-09-12,9999-01-01,Senior Engineer
Arch,Picco,1965-01-14,1997-10-22,9999-01-01,Senior Staff
Florian,Tramer,1965-01-23,1999-11-07,9999-01-01,Engineer
Thanasis,Standera,1965-01-11,1985-03-20,9999-01-01,Senior Staff
George,Atchley,1965-01-28,1997-07-02,9999-01-01,Staff
Mabhin,Foote,1965-01-06,1999-04-23,9999-01-01,Engineer
Shahaf,Kitai,1965-01-13,1986-12-26,9999-01-01,Senior Staff
Ramya,Azadmanesh,1965-01-17,1988-11-19,9999-01-01,Engineer
Kaijung,Papadias,1965-01-12,1999-05-01,2001-04-12,Engineer
Val,Rissanen,1965-01-19,1993-11-20,9999-01-01,Assistant Engineer
Pramod,Wendorf,1965-01-21,1998-12-25,9999-01-01,Engineer
Mohit,Verhaegen,1965-01-14,1992-05-27,9999-01-01,Senior Staff
Hirochika,Goldhammer,1965-02-01,1998-03-12,9999-01-01,Engineer
Yuping,Sethi,1965-01-24,1997-12-28,1999-05-21,Staff
Adly,Hambrick,1965-01-16,1997-07-25,9999-01-01,Staff
Munehiko,Gihr,1965-01-16,1989-12-06,9999-01-01,Senior Staff
Yoshinari,Lanteri,1965-01-07,1996-12-25,9999-01-01,Engineer
Remzi,Mitzlaff,1965-01-22,1986-04-06,9999-01-01,Senior Staff
Shietung,Gelosh,1965-01-18,2001-04-01,9999-01-01,Engineer
Mrinalini,Mawatari,1965-01-10,1996-01-03,9999-01-01,Staff
Sreenivas,Versino,1965-01-29,1985-08-24,1988-12-25,Senior Staff
Deborah,Basawa,1965-01-02,1992-03-02,1993-03-16,Assistant Engineer
Sumali,Cooman,1965-01-03,1993-04-18,9999-01-01,Senior Staff
Sampalli,Francisci,1965-01-29,1994-11-25,2001-10-17,Senior Staff
Paloma,Gerlach,1965-01-12,1988-07-26,9999-01-01,Engineer
Larisa,Murtafg,1965-01-14,1991-02-25,1993-06-04,Staff
Somnath,Cummings,1965-01-05,1994-07-10,9999-01-01,Senior Staff
Itzchak,Penn,1965-01-06,1999-01-21,9999-01-01,Staff
Jinxi,Schmiedel,1965-01-15,1990-09-21,9999-01-01,Senior Staff
Ramya,Rossi,1965-01-09,2001-09-02,9999-01-01,Senior Engineer
Jaber,Sethi,1965-01-11,2000-06-11,9999-01-01,Technique Leader
Alenka,Barriga,1965-01-28,1988-05-06,9999-01-01,Senior Staff
Huiqun,Henders,1965-01-20,1993-05-19,9999-01-01,Senior Staff
Abdelghani,Nyrup,1965-01-22,1986-08-02,9999-01-01,Senior Staff
Berna,Comellas,1965-01-02,1995-09-07,2000-02-18,Staff
Stafford,Gist,1965-01-29,1988-05-07,9999-01-01,Engineer
Tokuyasu,Ghelli,1965-01-19,1985-05-05,9999-01-01,Engineer
Vidar,Gunderson,1965-01-18,1996-03-18,9999-01-01,Senior Staff
Shahid,Varman,1965-01-30,1985-08-27,9999-01-01,Senior Staff
Mrinalini,Gire,1965-01-05,1992-11-09,9999-01-01,Senior Staff
Lakshmi,Frijda,1965-01-06,1990-04-21,9999-01-01,Engineer
Kwan,Kampfer,1965-01-01,1998-10-16,9999-01-01,Staff
Herb,Picht,1965-01-12,1985-05-31,9999-01-01,Assistant Engineer
Temple,Danlos,1965-01-31,1994-06-13,9999-01-01,Senior Staff
Hiroyasu,Strandh,1965-01-05,1989-06-05,9999-01-01,Senior Staff
Bezalel,Verhoeff,1965-01-26,1988-03-22,9999-01-01,Engineer
Yechezkel,Nourani,1965-01-23,1991-08-01,9999-01-01,Senior Staff
Boalin,Birsak,1965-01-26,1995-10-16,9999-01-01,Senior Staff
Stepehn,Markovitch,1965-01-11,1991-08-13,1995-08-07,Staff
Przemyslawa,Borovoy,1965-01-05,1993-06-18,9999-01-01,Senior Staff
Nahum,Lambe,1965-01-18,1989-08-31,9999-01-01,Technique Leader
Mariusz,Rikino,1965-01-07,1995-04-13,9999-01-01,Engineer
Margareta,Bondorf,1965-01-13,1988-11-07,9999-01-01,Engineer
Kiyotoshi,Hennebert,1965-01-17,1997-09-21,2001-03-06,Staff
Sivanarayana,Chandrasekhar,1965-01-02,1996-01-24,9999-01-01,Senior Staff
Tsuneo,Skrikant,1965-01-03,1997-10-21,9999-01-01,Staff
Huei,Saoudi,1965-01-12,1994-08-10,9999-01-01,Technique Leader
Kamakshi,Huhdanpaa,1965-01-25,1993-08-26,9999-01-01,Engineer
Ranga,Lemarechal,1965-01-18,1989-11-05,9999-01-01,Engineer
Sachin,Zlotek,1965-01-12,1985-03-11,1990-08-09,Senior Engineer
Baziley,Brookner,1965-01-27,1993-09-22,9999-01-01,Engineer
Nadjib,Comellas,1965-01-21,1999-01-22,9999-01-01,Engineer
Baruch,Basawa,1965-01-17,1993-09-17,9999-01-01,Engineer
Weiyi,Codenie,1965-01-23,1989-05-27,9999-01-01,Engineer
Aiman,Wilfing,1965-01-12,1990-12-30,9999-01-01,Engineer
Hongzhu,Ruemmler,1965-01-25,1999-02-14,2000-06-06,Engineer
Halsur,Ibel,1965-01-24,1998-03-05,9999-01-01,Staff
Neven,Rikino,1965-01-07,1988-10-21,9999-01-01,Engineer
Arif,Stranks,1965-01-30,1992-11-16,9999-01-01,Senior Engineer
Chaosheng,Shobatake,1965-01-21,1991-07-03,2001-09-15,Senior Staff
Hein,Jonsson,1965-01-23,1985-02-12,9999-01-01,Senior Staff
Reuven,Oehlmann,1965-01-13,1986-03-29,9999-01-01,Senior Staff
Zhiguo,Staudhammer,1965-02-01,1985-12-03,9999-01-01,Engineer
Nigel,Zirintsis,1965-02-01,1999-07-23,9999-01-01,Engineer
Feiyu,Decleir,1965-01-17,1998-09-13,9999-01-01,Technique Leader
Basem,Lortz,1965-01-22,1997-10-25,9999-01-01,Staff
Arun,Zaccaria,1965-01-14,1990-05-31,9999-01-01,Assistant Engineer
Kazuhiko,Marshall,1965-01-27,1999-11-16,2001-06-04,Staff
Godehard,Chinal,1965-01-26,1995-12-09,9999-01-01,Assistant Engineer
Yahiko,Sommen,1965-01-25,1996-08-14,9999-01-01,Senior Staff
Jungsoon,Gubsky,1965-01-31,1990-10-09,9999-01-01,Senior Engineer
Xuejia,Leppanen,1965-01-30,1998-08-25,2000-10-25,Staff
Zhenbing,Ibel,1965-01-23,1985-10-29,9999-01-01,Senior Engineer
Weidon,Fordan,1965-01-29,1986-03-27,9999-01-01,Senior Engineer
Hugo,Sgarro,1965-01-01,1992-04-24,9999-01-01,Senior Staff
Khaled,Penn,1965-01-12,1992-05-19,9999-01-01,Senior Staff
Pantung,Reeker,1965-01-06,1992-05-11,9999-01-01,Senior Staff
Shin,Puoti,1965-01-22,1996-12-20,1999-05-09,Staff
Avishai,Majewski,1965-01-16,1998-01-10,9999-01-01,Engineer
Ung,Taubenfeld,1965-01-31,1999-10-14,2001-06-30,Engineer
Sungwon,Kornyak,1965-01-24,1991-04-04,1994-10-23,Staff
Sugwoo,Eugenio,1965-01-29,1991-10-06,1994-03-02,Senior Staff
Monique,Cyre,1965-01-13,1986-02-13,1994-10-11,Senior Staff
Mayuko,Clouatre,1965-01-07,1997-09-04,9999-01-01,Engineer
Zongyan,Shackel,1965-01-10,1987-08-17,9999-01-01,Technique Leader
Rasikan,Khalil,1965-01-15,1985-02-10,1985-03-11,Engineer
Genevieve,Snedden,1965-01-31,1988-10-21,9999-01-01,Senior Engineer
Fumiyo,Feinberg,1965-01-10,1987-11-22,2000-02-12,Senior Staff
Christophe,Leaver,1965-01-15,1998-10-31,9999-01-01,Staff
Shigeaki,Lanteri,1965-01-14,1989-02-17,9999-01-01,Engineer
Rimon,Pietracaprina,1965-01-02,1985-07-10,9999-01-01,Engineer
Girolamo,Schlumberger,1965-01-03,1993-03-07,9999-01-01,Senior Staff
Khun,Spieker,1965-01-04,1995-05-07,9999-01-01,Engineer
Reinhold,Binkley,1965-01-31,1995-05-29,9999-01-01,Engineer
Doohun,Preusig,1965-01-09,1993-04-28,9999-01-01,Technique Leader
Yuping,Kuhnemann,1965-01-30,1986-12-13,1994-07-07,Technique Leader
Terresa,Vigier,1965-01-01,1998-07-08,9999-01-01,Staff
Nikolaos,Lorch,1965-01-12,1999-04-17,2002-03-07,Engineer
Marit,Paludetto,1965-01-23,1990-09-30,9999-01-01,Engineer
Bluma,Mundy,1965-01-18,1991-10-18,9999-01-01,Engineer
Fumino,Narahara,1965-01-06,1991-09-21,9999-01-01,Engineer
Doowon,Schoegge,1965-01-22,1994-05-29,1995-04-13,Assistant Engineer
Djenana,Erol,1965-01-02,1999-12-03,9999-01-01,Engineer
Yuichiro,Bale,1965-01-15,1997-11-04,9999-01-01,Technique Leader
Arun,Katzenelson,1965-01-03,1991-10-28,9999-01-01,Engineer
Shaw,Borovoy,1965-01-18,1991-05-11,9999-01-01,Senior Staff
Pradeep,Valiente,1965-01-30,1992-09-19,9999-01-01,Engineer
Hidekazu,Perna,1965-01-20,1999-11-08,9999-01-01,Staff
Ewing,Kalorkoti,1965-01-03,1996-12-21,9999-01-01,Engineer
Randi,Tomescu,1965-01-18,1986-11-25,9999-01-01,Assistant Engineer
Kayoko,Bahi,1965-01-19,1997-02-19,9999-01-01,Staff
Masamitsu,Murrill,1965-01-06,1996-06-27,1999-06-23,Senior Staff
Sukumar,Georg,1965-01-26,1990-03-27,1990-08-26,Senior Staff
Suebskul,Menhardt,1965-01-31,1994-07-26,9999-01-01,Engineer
Uinam,Rahier,1965-01-03,1991-02-10,9999-01-01,Senior Staff
Gaurav,Cheshire,1965-01-18,1989-03-30,9999-01-01,Technique Leader
Deniz,Bennis,1965-01-01,1989-06-24,9999-01-01,Engineer
Anoosh,Wielonsky,1965-01-09,1994-08-04,1996-08-01,Engineer
Weiru,Burnard,1965-01-16,1990-10-15,9999-01-01,Senior Staff
Gina,Decaestecker,1965-01-18,1986-06-20,1989-05-25,Engineer
Shigehiro,Haldar,1965-01-08,1991-12-14,9999-01-01,Senior Staff
Luisa,Chelton,1965-01-31,1998-08-13,9999-01-01,Assistant Engineer
